A.03.11.0;Pesca in acque marine e lagunari e servizi connessi;
A.03.11.00;Pesca in acque marine e lagunari e servizi connessi;
A.03.12;Pesca in acque dolci;
A.03.12.0;Pesca in acque dolci e servizi connessi;
A.03.12.00;Pesca in acque dolci e servizi connessi;
A.03.2;ACQUACOLTURA;
A.03.21;Acquacoltura marina;
A.03.21.0;Acquacoltura in acqua di mare, salmastra o lagunare e servizi connessi;
A.03.21.00;Acquacoltura in acqua di mare, salmastra o lagunare e servizi connessi;
A.03.22;Acquacoltura in acque dolci;
A.03.22.0;Acquacoltura in acque dolci e servizi connessi;
A.03.22.00;Acquacoltura in acque dolci e servizi connessi;
B;ESTRAZIONE DI MINERALI DA CAVE E MINIERE;
B.05;ESTRAZIONE DI CARBONE (ESCLUSA TORBA);
B.05.1;ESTRAZIONE DI ANTRACITE;
B.05.10;Estrazione di antracite;
B.05.10.0;Estrazione di antracite e litantrace;
B.05.10.00;Estrazione di antracite e litantrace;
B.05.2;ESTRAZIONE DI LIGNITE;
B.05.20;Estrazione di lignite;
B.05.20.0;Estrazione di lignite;
B.05.20.00;Estrazione di lignite;
B.06;ESTRAZIONE DI PETROLIO GREGGIO E DI GAS NATURALE;
B.06.1;ESTRAZIONE DI PETROLIO GREGGIO;
B.06.10;Estrazione di petrolio greggio;
B.06.10.0;Estrazione di petrolio greggio;
B.06.10.00;Estrazione di petrolio greggio;
B.06.2;ESTRAZIONE DI GAS NATURALE;
B.06.20;Estrazione di gas naturale;
B.06.20.0;Estrazione di gas naturale;
B.06.20.00;Estrazione di gas naturale;
B.07;ESTRAZIONE DI MINERALI METALLIFERI;
B.07.1;ESTRAZIONE DI MINERALI METALLIFERI FERROSI;
B.07.10;Estrazione di minerali metalliferi ferrosi;
B.07.10.0;Estrazione di minerali metalliferi ferrosi;
B.07.10.00;Estrazione di minerali metalliferi ferrosi;
B.07.2;ESTRAZIONE DI MINERALI METALLIFERI NON FERROSI;
B.07.21;Estrazione di minerali di uranio e di torio;
B.07.21.0;Estrazione di minerali di uranio e di torio;
B.07.21.00;Estrazione di minerali di uranio e di torio;
B.07.29;Estrazione di altri minerali metalliferi non ferrosi;
B.07.29.0;Estrazione di altri minerali metalliferi non ferrosi;
B.07.29.00;Estrazione di altri minerali metalliferi non ferrosi;
B.08;ALTRE attività DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;
B.08.1;ESTRAZIONE DI PIETRA, SABBIA E ARGILLA;
B.08.11;Estrazione di pietre ornamentali e da costruzione, calcare, pietra da gesso, creta e ardesia;
B.08.11.0;Estrazione di pietre ornamentali e da costruzione, calcare, pietra da gesso, creta e ardesia;
B.08.11.00;Estrazione di pietre ornamentali e da costruzione, calcare, pietra da gesso, creta e ardesia;
B.08.12;Estrazione di ghiaia e sabbia; estrazione di argille e caolino;
B.08.12.0;Estrazione di ghiaia, sabbia; estrazione di argille e caolino;
B.08.12.00;Estrazione di ghiaia, sabbia; estrazione di argille e caolino;
B.08.9;ESTRAZIONE DI MINERALI DA CAVE E MINIERE NCA;
B.08.91;Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti;
B.08.91.0;Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti;
B.08.91.00;Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti;
B.08.92;Estrazione di torba;
B.08.92.0;Estrazione di torba;
B.08.92.00;Estrazione di torba;
B.08.93;Estrazione di sale;
B.08.93.0;Estrazione di sale;
B.08.93.00;Estrazione di sale;
B.08.99;Estrazione di altri minerali da cave e miniere nca;
B.08.99.0;Estrazione di altri minerali nca;
B.08.99.01;Estrazione di asfalto e bitume naturale;
B.08.99.09;Estrazione di pomice e di altri minerali nca;
B.09;attività DEI SERVIZI DI SUPPORTO ALL'ESTRAZIONE;
B.09.1;attività DI SUPPORTO ALL'ESTRAZIONE DI PETROLIO E DI GAS NATURALE;
B.09.10;attività di supporto all'estrazione di petrolio e di gas naturale;
B.09.10.0;attività di supporto all'estrazione di petrolio e di gas naturale;
B.09.10.00;attività di supporto all'estrazione di petrolio e di gas naturale;
B.09.9;attività DI SUPPORTO PER L'ESTRAZIONE DA CAVE E MINIERE DI ALTRI MINERALI;
B.09.90;attività di supporto per l'estrazione da cave e miniere di altri minerali;
B.09.90.0;attività di supporto per l'estrazione da cave e miniere di altri minerali;
B.09.90.01;attività di supporto all'estrazione di pietre ornamentali, da costruzione, da gesso, di anidrite, per calce e cementi, di dolomite, di ardesia, di ghiaia e sabbia, di argilla, di caolino, di pomice;
B.09.90.09;attività di supporto all'estrazione di altri minerali nca;
C;attività MANIFATTURIERE;
C.10;INDUSTRIE ALIMENTARI;
C.10.1;LAVORAZIONE E CONSERVAZIONE DI CARNE E PRODUZIONE DI PRODOTTI A BASE DI CARNE;
C.10.11;Lavorazione e conservazione di carne (escluso volatili);
C.10.11.0;Produzione di carne non di volatili e di prodotti della macellazione (attività dei mattatoi);
C.10.11.00;Produzione di carne non di volatili e di prodotti della macellazione (attività dei mattatoi);
C.10.12;Lavorazione e conservazione di carne di volatili;
C.10.12.0;Produzione di carne di volatili e prodotti della loro macellazione (attività dei mattatoi);
C.10.12.00;Produzione di carne di volatili e prodotti della loro macellazione (attività dei mattatoi);
C.10.13;Produzione di prodotti a base di carne (inclusa la carne di volatili);
C.10.13.0;Produzione di prodotti a base di carne (inclusa la carne di volatili);
C.10.13.00;Produzione di prodotti a base di carne (inclusa la carne di volatili);
C.10.2;LAVORAZIONE E CONSERVAZIONE DI PESCE, CROSTACEI E MOLLUSCHI;
C.10.20;Lavorazione e conservazione di pesce, crostacei e molluschi;
C.10.20.0;Lavorazione e conservazione di pesce, crostacei e molluschi mediante surgelamento, salatura eccetera;
C.10.20.00;Lavorazione e conservazione di pesce, crostacei e molluschi mediante surgelamento, salatura eccetera;
C.10.3;LAVORAZIONE E CONSERVAZIONE DI FRUTTA E ORTAGGI;
C.10.31;Lavorazione e conservazione delle patate;
C.10.31.0;Lavorazione e conservazione delle patate;
C.10.31.00;Lavorazione e conservazione delle patate;
C.10.32;Produzione di succhi di frutta e di ortaggi;
C.10.32.0;Produzione di succhi di frutta e di ortaggi;
C.10.32.00;Produzione di succhi di frutta e di ortaggi;
C.10.39;Altra Lavorazione e conservazione di frutta e di ortaggi;
C.10.39.0;Lavorazione e conservazione di frutta e di ortaggi (esclusi i succhi di frutta e di ortaggi);
C.10.39.00;Lavorazione e conservazione di frutta e di ortaggi (esclusi i succhi di frutta e di ortaggi);
C.10.4;PRODUZIONE DI OLI E GRASSI VEGETALI E ANIMALI;
C.10.41;Produzione di oli e grassi;
C.10.41.1;Produzione di olio di oliva da olive prevalentemente non di produzione propria;
C.10.41.10;Produzione di olio di oliva da olive prevalentemente non di produzione propria;
C.10.41.2;Produzione di olio raffinato o grezzo da semi oleosi o frutti oleosi prevalentemente non di produzione propria;
C.10.41.20;Produzione di olio raffinato o grezzo da semi oleosi o frutti oleosi prevalentemente non di produzione propria;
C.10.41.3;Produzione di oli e grassi animali grezzi o raffinati;
C.10.41.30;Produzione di oli e grassi animali grezzi o raffinati;
C.10.42;Produzione di margarina e di grassi commestibili simili;
C.10.42.0;Produzione di margarina e di grassi commestibili simili;
C.10.42.00;Produzione di margarina e di grassi commestibili simili;
C.10.5;INDUSTRIA LATTIERO-CASEARIA;
C.10.51;Industria lattiero-casearia, trattamento igienico, conservazione del latte;
C.10.51.1;Trattamento igienico del latte;
C.10.51.10;Trattamento igienico del latte;
C.10.51.2;Produzione dei derivati del latte;
C.10.51.20;Produzione dei derivati del latte;
C.10.52;Produzione di gelati;
C.10.52.0;Produzione di gelati senza vendita diretta al pubblico;
C.10.52.00;Produzione di gelati senza vendita diretta al pubblico;
C.10.6;LAVORAZIONE DELLE GRANAGLIE, PRODUZIONE DI AMIDI E DI PRODOTTI AMIDACEI;
C.10.61;Lavorazione delle granaglie;
C.10.61.1;Molitura del frumento;
C.10.61.10;Molitura del frumento;
C.10.61.2;Molitura di altri cereali;
C.10.61.20;Molitura di altri cereali;
C.10.61.3;Lavorazione del riso;
C.10.61.30;Lavorazione del riso;
C.10.61.4;Altre lavorazioni di semi e granaglie;
C.10.61.40;Altre lavorazioni di semi e granaglie;
C.10.62;Produzione di amidi e di prodotti amidacei;
C.10.62.0;Produzione di amidi e di prodotti amidacei (inclusa produzione di olio di mais);
C.10.62.00;Produzione di amidi e di prodotti amidacei (inclusa produzione di olio di mais);
C.10.7;PRODUZIONE DI PRODOTTI DA FORNO E FARINACEI;
C.10.71;Produzione di pane; prodotti di pasticceria freschi;
C.10.71.1;Produzione di prodotti di panetteria freschi;
C.10.71.10;Produzione di prodotti di panetteria freschi;
C.10.71.2;Produzione di pasticceria fresca;
C.10.71.20;Produzione di pasticceria fresca;
C.10.72;Produzione di fette biscottate e di biscotti; produzione di prodotti di pasticceria conservati;
C.10.72.0;Produzione di fette biscottate, biscotti; prodotti di pasticceria conservati;
C.10.72.00;Produzione di fette biscottate, biscotti; prodotti di pasticceria conservati;
C.10.73;Produzione di paste alimentari, di cuscus e di prodotti farinacei simili;
C.10.73.0;Produzione di paste alimentari, di cuscus e di prodotti farinacei simili;
C.10.73.00;Produzione di paste alimentari, di cuscus e di prodotti farinacei simili;
C.10.8;PRODUZIONE DI ALTRI PRODOTTI ALIMENTARI;
C.10.81;Produzione di zucchero;
C.10.81.0;Produzione di zucchero;
C.10.81.00;Produzione di zucchero;
C.10.82;Produzione di cacao, cioccolato, caramelle e confetterie;
C.10.82.0;Produzione di cacao in polvere, cioccolato, caramelle e confetterie;
C.10.82.00;Produzione di cacao in polvere, cioccolato, caramelle e confetterie;
C.10.83;Lavorazione del t� e del caff�;
C.10.83.0;Lavorazione del t� e del caff�;
C.10.83.01;Lavorazione del caff�;
C.10.83.02;Lavorazione del t� e di altri preparati per infusi;
C.10.84;Produzione di condimenti e spezie;
C.10.84.0;Produzione di condimenti e spezie;
C.10.84.00;Produzione di condimenti e spezie;
C.10.85;Produzione di pasti e piatti preparati;
C.10.85.0;Produzione di pasti e piatti pronti (preparati, conditi, cucinati e confezionati);
C.10.85.01;Produzione di piatti pronti a base di carne e pollame;
C.10.85.02;Produzione di piatti pronti a base di pesce, inclusi fish and chips;
C.10.85.03;Produzione di piatti pronti a base di ortaggi;
C.10.85.04;Produzione di pizza confezionata;
C.10.85.05;Produzione di piatti pronti a base di pasta;
C.10.85.09;Produzione di pasti e piatti pronti di altri prodotti alimentari;
C.10.86;Produzione di preparati omogeneizzati e di alimenti dietetici;
C.10.86.0;Produzione di preparati omogeneizzati e di alimenti dietetici;
C.10.86.00;Produzione di preparati omogeneizzati e di alimenti dietetici;
C.10.89;Produzione di prodotti alimentari nca;
C.10.89.0;Produzione di prodotti alimentari nca;
C.10.89.01;Produzione di estratti e succhi di carne;
C.10.89.09;Produzione di altri prodotti alimentari nca;
C.10.9;PRODUZIONE DI PRODOTTI PER L'ALIMENTAZIONE DEGLI ANIMALI;
C.10.91;Produzione di mangimi per l'alimentazione degli animali da allevamento;
C.10.91.0;Produzione di mangimi per l'alimentazione degli animali da allevamento;
C.10.91.00;Produzione di mangimi per l'alimentazione degli animali da allevamento;
C.10.92;Produzione di prodotti per l'alimentazione degli animali da compagnia;
C.10.92.0;Produzione di prodotti per l'alimentazione degli animali da compagnia;
C.10.92.00;Produzione di prodotti per l'alimentazione degli animali da compagnia;
C.11;INDUSTRIA DELLE BEVANDE;
C.11.0;INDUSTRIA DELLE BEVANDE;
C.11.01;Distillazione, rettifica e miscelatura degli alcolici;
C.11.01.0;Distillazione, rettifica e miscelatura degli alcolici;
C.11.01.00;Distillazione, rettifica e miscelatura degli alcolici;
C.11.02;Produzione di vini da uve;
C.11.02.1;Produzione di vini da tavola e v.q.p.r.d.;
C.11.02.10;Produzione di vini da tavola e v.q.p.r.d.;
C.11.02.2;Produzione di vino spumante e altri vini speciali;
C.11.02.20;Produzione di vino spumante e altri vini speciali;
C.11.03;Produzione di sidro e di altri vini a base di frutta;
C.11.03.0;Produzione di sidro e di altri vini a base di frutta;
C.11.03.00;Produzione di sidro e di altri vini a base di frutta;
C.11.04;Produzione di altre bevande fermentate non distillate;
C.11.04.0;Produzione di altre bevande fermentate non distillate;
C.11.04.00;Produzione di altre bevande fermentate non distillate;
C.11.05;Produzione di birra;
C.11.05.0;Produzione di birra;
C.11.05.00;Produzione di birra;
C.11.06;Produzione di malto;
C.11.06.0;Produzione di malto;
C.11.06.00;Produzione di malto;
C.11.07;Industria delle bibite analcoliche, delle acque minerali e di altre acque in bottiglia;
C.11.07.0;Industria delle bibite analcoliche, delle acque minerali e di altre acque in bottiglia;
C.11.07.00;Industria delle bibite analcoliche, delle acque minerali e di altre acque in bottiglia;
C.12;INDUSTRIA DEL TABACCO;
C.12.0;INDUSTRIA DEL TABACCO;
C.12.00;Industria del tabacco;
C.12.00.0;Industria del tabacco;
C.12.00.00;Industria del tabacco;
C.13;INDUSTRIE TESSILI;
C.13.1;PREPARAZIONE E FILATURA DI FIBRE TESSILI;
C.13.10;Preparazione e filatura di fibre tessili;
C.13.10.0;Preparazione e filatura di fibre tessili;
C.13.10.00;Preparazione e filatura di fibre tessili;
C.13.2;TESSITURA;
C.13.20;Tessitura;
C.13.20.0;Tessitura;
C.13.20.00;Tessitura;
C.13.3;FINISSAGGIO DEI TESSILI;
C.13.30;Finissaggio dei tessili;
C.13.30.0;Finissaggio dei tessili, degli articoli di vestiario e attività similari;
C.13.30.00;Finissaggio dei tessili, degli articoli di vestiario e attività similari;
C.13.9;ALTRE INDUSTRIE TESSILI;
C.13.91;Fabbricazione di tessuti a maglia;
C.13.91.0;Fabbricazione di tessuti a maglia;
C.13.91.00;Fabbricazione di tessuti a maglia;
C.13.92;Confezionamento di articoli tessili (esclusi gli articoli di abbigliamento);
C.13.92.1;Confezionamento di biancheria da letto, da tavola e per l'arredamento;
C.13.92.10;Confezionamento di biancheria da letto, da tavola e per l'arredamento;
C.13.92.2;Fabbricazione di articoli in materie tessili nca;
C.13.92.20;Fabbricazione di articoli in materie tessili nca;
C.13.93;Fabbricazione di tappeti e moquette;
C.13.93.0;Fabbricazione di tappeti e moquette;
C.13.93.00;Fabbricazione di tappeti e moquette;
C.13.94;Fabbricazione di spago, corde, funi e reti;
C.13.94.0;Fabbricazione di spago, corde, funi e reti;
C.13.94.00;Fabbricazione di spago, corde, funi e reti;
C.13.95;Fabbricazione di tessuti non tessuti e di articoli in tali materie (esclusi gli articoli di abbigliamento);
C.13.95.0;Fabbricazione di tessuti non tessuti e di articoli in tali materie (esclusi gli articoli di abbigliamento);
C.13.95.00;Fabbricazione di tessuti non tessuti e di articoli in tali materie (esclusi gli articoli di abbigliamento);
C.13.96;Fabbricazione di articoli tessili tecnici ed industriali;
C.13.96.1;Fabbricazione di nastri, etichette e passamanerie di fibre tessili;
C.13.96.10;Fabbricazione di nastri, etichette e passamanerie di fibre tessili;
C.13.96.2;Fabbricazione di altri articoli tessili tecnici ed industriali;
C.13.96.20;Fabbricazione di altri articoli tessili tecnici ed industriali;
C.13.99;Fabbricazione di altri prodotti tessili nca;
C.13.99.1;Fabbricazione di ricami;
C.13.99.10;Fabbricazione di ricami;
C.13.99.2;Fabbricazione di tulle, pizzi e merletti;
C.13.99.20;Fabbricazione di tulle, pizzi e merletti;
C.13.99.9;Fabbricazione di feltro e articoli tessili diversi;
C.13.99.90;Fabbricazione di feltro e articoli tessili diversi;
C.14;CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA;
C.14.1;CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO (ESCLUSO ABBIGLIAMENTO IN PELLICCIA);
C.14.11;Confezione di abbigliamento in pelle;
C.14.11.0;Confezione di abbigliamento in pelle e similpelle;
C.14.11.00;Confezione di abbigliamento in pelle e similpelle;
C.14.12;Confezione di indumenti da lavoro;
C.14.12.0;Confezione di camici, divise ed altri indumenti da lavoro;
C.14.12.00;Confezione di camici, divise ed altri indumenti da lavoro;
C.14.13;Confezione di altro abbigliamento esterno;
C.14.13.1;Confezione in serie di abbigliamento esterno;
C.14.13.10;Confezione in serie di abbigliamento esterno;
C.14.13.2;Sartoria e confezione su misura di abbigliamento esterno;
C.14.13.20;Sartoria e confezione su misura di abbigliamento esterno;
C.14.14;Confezione di biancheria intima;
C.14.14.0;Confezione di camicie, T-shirt, corsetteria e altra biancheria intima;
C.14.14.00;Confezione di camicie, T-shirt, corsetteria e altra biancheria intima;
C.14.19;Confezione di altri articoli di abbigliamento ed accessori;
C.14.19.1;Confezioni varie e accessori per l'abbigliamento;
C.14.19.10;Confezioni varie e accessori per l'abbigliamento;
C.14.19.2;Confezioni di abbigliamento sportivo o indumenti particolari;
C.14.19.21;Fabbricazione di calzature realizzate in materiale tessile senza suole applicate;
C.14.19.29;Confezioni di abbigliamento sportivo o di altri indumenti particolari;
C.14.2;CONFEZIONE DI ARTICOLI IN PELLICCIA;
C.14.20;Confezione di articoli in pelliccia;
C.14.20.0;Confezione di articoli in pelliccia;
C.14.20.00;Confezione di articoli in pelliccia;
C.14.3;FABBRICAZIONE DI ARTICOLI DI MAGLIERIA;
C.14.31;Fabbricazione di articoli di calzetteria in maglia;
C.14.31.0;Fabbricazione di articoli di calzetteria in maglia;
C.14.31.00;Fabbricazione di articoli di calzetteria in maglia;
C.14.39;Fabbricazione di altri articoli di maglieria;
C.14.39.0;Fabbricazione di pullover, cardigan ed altri articoli simili a maglia;
C.14.39.00;Fabbricazione di pullover, cardigan ed altri articoli simili a maglia;
C.15;FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI;
C.15.1;PREPARAZIONE E CONCIA DEL CUOIO; FABBRICAZIONE DI ARTICOLI DA VIAGGIO, BORSE, PELLETTERIA E SELLERIA; PREPARAZIONE E TINTURA DI PELLICCE;
C.15.11;Preparazione e concia del cuoio; preparazione e tintura di pellicce;
C.15.11.0;Preparazione e concia del cuoio e pelle; preparazione e tintura di pellicce;
C.15.11.00;Preparazione e concia del cuoio e pelle; preparazione e tintura di pellicce;
C.15.12;Fabbricazione di articoli da viaggio, borse e simili, pelletteria e selleria;
C.15.12.0;Fabbricazione di articoli da viaggio, borse e simili, pelletteria e selleria;
C.15.12.01;Fabbricazione di frustini e scudisci per equitazione;
C.15.12.09;Fabbricazione di altri articoli da viaggio, borse e simili, pelletteria e selleria;
C.15.2;FABBRICAZIONE DI CALZATURE;
C.15.20;Fabbricazione di calzature;
C.15.20.1;Fabbricazione di calzature;
C.15.20.10;Fabbricazione di calzature;
C.15.20.2;Fabbricazione di parti in cuoio per calzature;
C.15.20.20;Fabbricazione di parti in cuoio per calzature;
C.16;INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO (ESCLUSI I MOBILI); FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO;
C.16.1;TAGLIO E PIALLATURA DEL LEGNO;
C.16.10;Taglio e piallatura del legno;
C.16.10.0;Taglio e piallatura del legno;
C.16.10.00;Taglio e piallatura del legno;
C.16.2;FABBRICAZIONE DI PRODOTTI IN LEGNO, SUGHERO, PAGLIA E MATERIALI DA INTRECCIO;
C.16.21;Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno;
C.16.21.0;Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno;
C.16.21.00;Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno;
